Element,Batch,Cavity,Nominal,Tolerance,Original_Values,Element_Type,Mean,Std_Short,Std_Long,Is_Normal,AD_Statistic,P_Value,Sample_Size,CP,CPK,PP,PPK,PPM_Short,PPM_Long
N201,PRJ1234567,1,0.0,"[0.0, 0.5]","[0.154, 0.156, 0.185, 0.195, 0.164, 0.167, 0.185, 0.184, 0.158, 0.155]",dimension,0.17029999999999998,0.01211583924349882,0.015405987292103173,True,0.6210274811945542,0.10597285180957887,10,6.878048780487804,4.685326829268291,5.409152412844613,3.68471462362975,3.539728299052169e-39,1.0466218402238023e-22
