Element,Batch,Cavity,Nominal,Tolerance,Original_Values,Element_Type,Mean,Std_Short,Std_Long,Is_Normal,AD_Statistic,P_Value,Sample_Size,CP,CPK,PP,PPK,PPM_Short,PPM_Long
200,1234351,2,6.0,"[-0.3, 0.3]","[6.01, 5.94, 6.02, 5.94, 5.99, 6.09, 6.1, 6.02, 5.95, 5.97]",dimension,6.003,0.055161544523246266,0.05735852159879972,True,0.39413030930018955,0.3741303546407462,10,1.8128571428571543,1.794728571428582,1.7434201093860224,1.7259859082921616,0.05614960542210286,0.17585855043869328
