regio,peces_caixa,caixa_codi,caixa_descripcio,pallet_codi,pallet_descripcio,tapa_altres,caixes_pallet,id_referencia_client
Europa,235,3413,Caixa Cartró 385x285x150 + LID (4118),855,Palet Fusta EUR 1200x800,0,40,666429400
