nom_client,planta,nom_projecte,facturacio,quantitats,descripcio,costos,pes,id_tipus,id_embalatge,id_tractament,id_referencia_client
ALV,2000,TESLA OPAL,B,,STRAP BRACKET BUCKLE LH,0.2109423027077346,0.04138,Brackets,,,666429400
