regio,peces_caixa,caixa_codi,caixa_descripcio,pallet_codi,pallet_descripcio,tapa_altres,caixes_pallet,id_referencia_client
Europa,50,900,Caixa Plàstic B2 (390 x 300 x 120),933,Europalet TRW,0,56,A027Y916
