nom_client,planta,nom_projecte,facturacio,quantitats,descripcio,costos,pes,id_tipus,id_embalatge,id_tractament,id_referencia_client
AUTOLIV,2000,NI-PZ1D EU / NISSAN (NIS),A,,RETRACTOR BRACKET RH / LH,1.372822626608201,0.4105,Adapterframes,,,665220400
