regio,peces_caixa,caixa_codi,caixa_descripcio,pallet_codi,pallet_descripcio,tapa_altres,caixes_pallet,id_referencia_client
Europa,500,3412,Caixa Cartró 385x285x95 + LID (4118),855,Palet Fusta EUR 1200x800,0,56,649473500
