nom_client,planta,nom_projecte,facturacio,quantitats,descripcio,costos,pes,id_tipus,id_embalatge,id_tractament,id_referencia_client
ZF,1000,2025 BMW NCAR,A,,Anchor Bracket LH / RH,1.146329815451172,0.1404,Anclatges,,,A027Y915
