nom_client,planta,nom_projecte,facturacio,quantitats,descripcio,costos,pes,id_tipus,id_embalatge,id_tractament,id_referencia_client
AUTOLIV,1000,DAIMLER,B,,SWITCH RING,0.083674348670575,0.0153,Friction Ring,,,649473500
