regio,peces_caixa,caixa_codi,caixa_descripcio,pallet_codi,pallet_descripcio,tapa_altres,caixes_pallet,id_referencia_client
Europa,500,2263,Caixa Cartó 385x285x150,855,Palet Fusta EUR 1200x800,0,8,004938000151
