id_referencia_some,id_element,client,element,property,pieza,datum
JOYSON_3118675_AB_1226005, N25_Posición,JOYSON, N25,Posición,1226005.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226005, N38_Ø,JOYSON, N38,Ø,1226005.0,nan
JOYSON_3118675_AB_1226005, N39_Ø,JOYSON, N39,Ø,1226005.0,nan
JOYSON_3118675_AB_1226005, N40_Ø,JOYSON, N40,Ø,1226005.0,nan
JOYSON_3118675_AB_1226005," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3118675_AB_1226005, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3118675_AB_1226006A, N33.1_Posición,JOYSON, N33.1,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N33.2_Posición,JOYSON, N33.2,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N33.3_Posición,JOYSON, N33.3,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N33.4_Posición,JOYSON, N33.4,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N33.5_Posición,JOYSON, N33.5,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N33.6_Posición,JOYSON, N33.6,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N33.7_Posición,JOYSON, N33.7,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N33.8_Posición,JOYSON, N33.8,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N36.1_Posición,JOYSON, N36.1,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3118675_AB_1226006A, N36.2_Posición,JOYSON, N36.2,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N36.3_Posición,JOYSON, N36.3,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N36.4_Posición,JOYSON, N36.4,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N36.5_Posición,JOYSON, N36.5,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N36.6_Posición,JOYSON, N36.6,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N36.7_Posición,JOYSON, N36.7,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N36.8_Posición,JOYSON, N36.8,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N23_Posición,JOYSON, N23,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N25_Posición,JOYSON, N25,Posición,1226006A,Sistema global de coordenadas
JOYSON_3118675_AB_1226006A, N38_Ø,JOYSON, N38,Ø,1226006A,nan
JOYSON_3118675_AB_1226006A, N39_Ø,JOYSON, N39,Ø,1226006A,nan
JOYSON_3118675_AB_1226006A, N40_Ø,JOYSON, N40,Ø,1226006A,nan
JOYSON_3118675_AB_1226006A," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3118675_AB_1226006F, N33.1_Posición,JOYSON, N33.1,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N33.2_Posición,JOYSON, N33.2,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N33.3_Posición,JOYSON, N33.3,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N33.4_Posición,JOYSON, N33.4,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N33.5_Posición,JOYSON, N33.5,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N33.6_Posición,JOYSON, N33.6,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N33.7_Posición,JOYSON, N33.7,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N33.8_Posición,JOYSON, N33.8,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N36.1_Posición,JOYSON, N36.1,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N36.2_Posición,JOYSON, N36.2,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N36.3_Posición,JOYSON, N36.3,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N36.4_Posición,JOYSON, N36.4,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N36.5_Posición,JOYSON, N36.5,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N36.6_Posición,JOYSON, N36.6,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N36.7_Posición,JOYSON, N36.7,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N36.8_Posición,JOYSON, N36.8,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N23_Posición,JOYSON, N23,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N25_Posición,JOYSON, N25,Posición,1226006F,Sistema global de coordenadas
JOYSON_3118675_AB_1226006F, N38_Ø,JOYSON, N38,Ø,1226006F,nan
JOYSON_3127672_AB_1205441, N36.2_Posición,JOYSON, N36.2,Posición,1205441.0,Sistema global de coordenadas
JOYSON_3127672_AB_1205441, N36.3_Posición,JOYSON, N36.3,Posición,1205441.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226006, N33.1_Posición,JOYSON, N33.1,Posición,1226006.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226006, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,1226006.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226006, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1226006.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226006, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1226006.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226006, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1226006.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226006, N23_Posición,JOYSON, N23,Posición,1226006.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226006, N25_Posición,JOYSON, N25,Posición,1226006.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226006, N38_Ø,JOYSON, N38,Ø,1226006.0,nan
JOYSON_3118675_AB_1226006, N39_Ø,JOYSON, N39,Ø,1226006.0,nan
JOYSON_3118675_AB_1226006, N40_Ø,JOYSON, N40,Ø,1226006.0,nan
JOYSON_3118675_AB_1226006," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3118675_AB_1226006, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3118675_AB_1226006, N36.4_Posición,JOYSON, N36.4,Posición,1226006.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N33.1_Posición,JOYSON, N33.1,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N33.2_Posición,JOYSON, N33.2,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N33.3_Posición,JOYSON, N33.3,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N33.4_Posición,JOYSON, N33.4,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N33.5_Posición,JOYSON, N33.5,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N33.6_Posición,JOYSON, N33.6,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N33.7_Posición,JOYSON, N33.7,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N33.8_Posición,JOYSON, N33.8,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N36.1_Posición,JOYSON, N36.1,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N36.2_Posición,JOYSON, N36.2,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N36.3_Posición,JOYSON, N36.3,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N36.4_Posición,JOYSON, N36.4,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N36.5_Posición,JOYSON, N36.5,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N36.6_Posición,JOYSON, N36.6,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N36.7_Posición,JOYSON, N36.7,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N36.8_Posición,JOYSON, N36.8,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N23_Posición,JOYSON, N23,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N25_Posición,JOYSON, N25,Posición,1226869 A,Sistema global de coordenadas
JOYSON_3118675_AB_1226869 A, N38_Ø,JOYSON, N38,Ø,1226869 A,nan
JOYSON_3118675_AB_1226869 A, N39_Ø,JOYSON, N39,Ø,1226869 A,nan
JOYSON_3118675_AB_1226869 A, N40_Ø,JOYSON, N40,Ø,1226869 A,nan
JOYSON_3118675_AB_1226869 A," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3118675_AB_1226869 A, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3127672_AB_1205441, N36.4_Posición,JOYSON, N36.4,Posición,1205441.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N33.1_Posición,JOYSON, N33.1,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N33.2_Posición,JOYSON, N33.2,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N33.3_Posición,JOYSON, N33.3,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N38_Ø,JOYSON, N38,Ø,1226869.0,nan
JOYSON_3118675_AB_1226869, N33.5_Posición,JOYSON, N33.5,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N33.6_Posición,JOYSON, N33.6,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N33.7_Posición,JOYSON, N33.7,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N33.8_Posición,JOYSON, N33.8,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N36.1_Posición,JOYSON, N36.1,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N36.2_Posición,JOYSON, N36.2,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N36.3_Posición,JOYSON, N36.3,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1227111, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3118675_AB_1226869, N36.4_Posición,JOYSON, N36.4,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N36.5_Posición,JOYSON, N36.5,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N36.6_Posición,JOYSON, N36.6,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N36.7_Posición,JOYSON, N36.7,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N36.8_Posición,JOYSON, N36.8,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N23_Posición,JOYSON, N23,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3118675_AB_1226869, N25_Posición,JOYSON, N25,Posición,1226869.0,Sistema global de coordenadas
JOYSON_3127672_AB_1205441, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1205441.0,Sistema global de coordenadas
JOYSON_3118675_AB_1227111, N36.1_Posición,JOYSON, N36.1,Posición,1227111.0,Sistema global de coordenadas
JOYSON_3118675_AB_1227111, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1227111.0,Sistema global de coordenadas
JOYSON_3118675_AB_1227111, N38_Ø,JOYSON, N38,Ø,1227111.0,nan
JOYSON_3118675_AB_1227111, N39_Ø,JOYSON, N39,Ø,1227111.0,nan
JOYSON_3118675_AB_1227111, N40_Ø,JOYSON, N40,Ø,1227111.0,nan
JOYSON_3118675_AB_1227111," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3118675_AB_1228299, N33.1_Posición,JOYSON, N33.1,Posición,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N33.2_Posición,JOYSON, N33.2,Posición,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N33.3_Posición,JOYSON, N33.3,Posición,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N33.4_Posición,JOYSON, N33.4,Posición,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N36.1_Posición,JOYSON, N36.1,Posición,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N23_Posición,JOYSON, N23,Posición,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N25_Posición,JOYSON, N25,Posición,1228299.0,Sistema global de coordenadas
JOYSON_3118675_AB_1228299, N38_Ø,JOYSON, N38,Ø,1228299.0,nan
JOYSON_3118675_AB_1228299, N39_Ø,JOYSON, N39,Ø,1228299.0,nan
JOYSON_3118675_AB_1228299, N40_Ø,JOYSON, N40,Ø,1228299.0,nan
JOYSON_3118675_AB_1228299," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3118675_AB_1228299, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3118675_AB_1229672A, N33.1_Posición,JOYSON, N33.1,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N33.2_Posición,JOYSON, N33.2,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N33.3_Posición,JOYSON, N33.3,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N33.4_Posición,JOYSON, N33.4,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N33.5_Posición,JOYSON, N33.5,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N33.6_Posición,JOYSON, N33.6,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N33.7_Posición,JOYSON, N33.7,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3118675_AB_1229672A, N33.8_Posición,JOYSON, N33.8,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N36.1_Posición,JOYSON, N36.1,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N36.2_Posición,JOYSON, N36.2,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N36.3_Posición,JOYSON, N36.3,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N36.4_Posición,JOYSON, N36.4,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N36.5_Posición,JOYSON, N36.5,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N36.6_Posición,JOYSON, N36.6,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N36.7_Posición,JOYSON, N36.7,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N36.8_Posición,JOYSON, N36.8,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N23_Posición,JOYSON, N23,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N25_Posición,JOYSON, N25,Posición,1229672A,Sistema global de coordenadas
JOYSON_3118675_AB_1229672A, N38_Ø,JOYSON, N38,Ø,1229672A,nan
JOYSON_3118675_AB_1229672A, N39_Ø,JOYSON, N39,Ø,1229672A,nan
JOYSON_3118675_AB_1229672A, N40_Ø,JOYSON, N40,Ø,1229672A,nan
JOYSON_3118675_AB_1229672A," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3127672_AB_1205441, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1205441.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N33.1_Posición,JOYSON, N33.1,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N33.2_Posición,JOYSON, N33.2,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N33.3_Posición,JOYSON, N33.3,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N33.4_Posición,JOYSON, N33.4,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N33.5_Posición,JOYSON, N33.5,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N33.6_Posición,JOYSON, N33.6,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N33.7_Posición,JOYSON, N33.7,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N33.8_Posición,JOYSON, N33.8,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N36.1_Posición,JOYSON, N36.1,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N36.2_Posición,JOYSON, N36.2,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N36.3_Posición,JOYSON, N36.3,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N36.4_Posición,JOYSON, N36.4,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N36.6_Posición,JOYSON, N36.6,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N36.7_Posición,JOYSON, N36.7,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3127672_AB_1205441, N23_Posición,JOYSON, N23,Posición,1205441.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N36.8_Posición,JOYSON, N36.8,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N23_Posición,JOYSON, N23,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N25_Posición,JOYSON, N25,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1230037, N38_Ø,JOYSON, N38,Ø,1230037.0,nan
JOYSON_3118675_AB_1230037, N39_Ø,JOYSON, N39,Ø,1230037.0,nan
JOYSON_3118675_AB_1230037, N40_Ø,JOYSON, N40,Ø,1230037.0,nan
JOYSON_3118675_AB_1230037," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3118675_AB_1230037, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3118675_AB_1230037, N36.5_Posición,JOYSON, N36.5,Posición,1230037.0,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N33.1_Posición,JOYSON, N33.1,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N33.2_Posición,JOYSON, N33.2,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N33.3_Posición,JOYSON, N33.3,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N33.4_Posición,JOYSON, N33.4,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N33.5_Posición,JOYSON, N33.5,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N33.6_Posición,JOYSON, N33.6,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N33.7_Posición,JOYSON, N33.7,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N33.8_Posición,JOYSON, N33.8,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N36.1_Posición,JOYSON, N36.1,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N36.2_Posición,JOYSON, N36.2,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N36.3_Posición,JOYSON, N36.3,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N36.4_Posición,JOYSON, N36.4,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N36.5_Posición,JOYSON, N36.5,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N36.6_Posición,JOYSON, N36.6,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N36.7_Posición,JOYSON, N36.7,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N36.8_Posición,JOYSON, N36.8,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N30.2 / N40.2_PosiciónØ,JOYSON, N30.2 / N40.2,PosiciónØ,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N30.3 / N39.1_PosiciónØ,JOYSON, N30.3 / N39.1,PosiciónØ,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N30.4 / N39.2_PosiciónØ,JOYSON, N30.4 / N39.2,PosiciónØ,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N23_Posición,JOYSON, N23,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N25_Posición,JOYSON, N25,Posición,1231082A,Sistema global de coordenadas
JOYSON_3118675_AB_1231082A, N38_Ø,JOYSON, N38,Ø,1231082A,nan
JOYSON_3118675_AB_1231082A, N39_Ø,JOYSON, N39,Ø,1231082A,nan
JOYSON_3118675_AB_1231082A, N40_Ø,JOYSON, N40,Ø,1231082A,nan
JOYSON_3127672_AB_1205441, N25_Posición,JOYSON, N25,Posición,1205441.0,Sistema global de coordenadas
JOYSON_3118675_AB_12324, N33.1_Posición,JOYSON, N33.1,Posición,12324.0,Sistema global de coordenadas
JOYSON_3118675_AB_12324, N33.2_Posición,JOYSON, N33.2,Posición,12324.0,Sistema global de coordenadas
JOYSON_3118675_AB_12324, N33.3_Posición,JOYSON, N33.3,Posición,12324.0,Sistema global de coordenadas
JOYSON_3118675_AB_12324, N33.5_Posición,JOYSON, N33.5,Posición,12324.0,Sistema global de coordenadas
JOYSON_3118675_AB_12324, N33.6_Posición,JOYSON, N33.6,Posición,12324.0,Sistema global de coordenadas
JOYSON_3118675_AB_12324, N33.7_Posición,JOYSON, N33.7,Posición,12324.0,Sistema global de coordenadas
